date,time,name,place
20261003,19:00 ~ 20:00,뉴질랜드 / 대만 / 태국2 / 벨기에,탈춤공연장
20261003,19:00 ~ 20:00,초청가수 공연,원도심 왔니껴무대
20261003,19:00 ~ 21:00,하회선유줄불놀이,하회마을
20261003,19:30 ~ 21:00,탈놀이 경연대회 (개인부) - 결선,탈춤공원 탈춤공원무대
20261003,19:30 ~ 21:30,탈놀이 경연대회 (단체부) - 예선,중앙선1942 메인무대
20261003,20:30 ~ 21:30,일본2 / 중국 / 불가리아 / 스리랑카,탈춤공연장
20261004,10:00 ~ 11:00,태국1 / 라트비아 / 콜럼비아 / 스리랑카 / 이스라엘 / 멕시코 / 말레이시아3 / 중국,중앙선1942 메인무대
20261004,10:30 ~ 11:30,튀르키예 / 리투아니아 / 야쿠티아 / 필리핀,탈춤공연장
20261004,11:00 ~ 11:30,탈춤따라배우기,탈춤공원 버스킹무대
20261004,11:00 ~ 11:30,헤이스,중앙선1942 메인무대
20261004,11:00 ~ 12:00,모어모어 공연기획 예술단,탈춤공원 탈춤공원무대
20261004,11:00 ~ 12:00,어린이대상 프로그램,원도심 왔니껴무대
20261004,11:30 ~ 12:00,탈랄라댄스배우기,탈춤공원 버스킹무대
20261004,11:30 ~ 12:00,타나유스,중앙선1942 메인무대
20261004,12:00 ~ 12:30,아랑 고고장구 대곡지부,탈춤공원 탈춤공원무대
20261004,12:00 ~ 15:00,아랑고고장구 페스티벌,중앙선1942 메인무대
20261004,12:30 ~ 13:30,중국 / 태국2 / 타타르스탄 / 말레이시아1 / 러시아,탈춤공연장
20261004,13:00 ~ 13:30,탈랄라댄스배우기,탈춤공원 버스킹무대
20261004,13:00 ~ 14:00,이매 장가가는 날,탈춤공원
20261004,13:00 ~ 14:00,안동시종합사회복지관 위너스 키즈밸리,탈춤공원 탈춤공원무대
20261004,13:00 ~ 14:00,용상시장 퍼레이드,안동시전역 용상시장
20261004,13:00 ~ 15:00,탈춤외전,안동시전역 구시장
20261004,14:00 ~ 14:30,뉴질랜드,원도심 왔니껴무대
20261004,14:00 ~ 15:00,경북 국악협회,탈춤공원 탈춤공원무대
20261004,14:00 ~ 15:00,양주별산대놀이,탈춤공연장
20261004,14:00 ~ 15:00,하회별신굿 탈놀이,하회마을 전수회관
20261004,14:00 ~ 16:00,대학생 탈춤,탈춤공원 버스킹무대
20261004,14:30 ~ 15:00,말레이시아3,원도심 왔니껴무대
20261004,15:00 ~ 15:30,실루엣,원도심 왔니껴무대
20261004,15:00 ~ 16:00,이매 장가가는 날,탈춤공원
20261004,15:00 ~ 16:00,안동 하모니카 앙상블,중앙선1942 메인무대
20261004,15:00 ~ 16:00,신시장 퍼레이드,안동시전역 신시장
20261004,15:30 ~ 16:00,소유,원도심 왔니껴무대
20261004,15:30 ~ 16:30,경북 연극협회,탈춤공원 탈춤공원무대
20261004,15:30 ~ 16:30,불가리아 / 일본2 / 이탈리아 / 몽골,탈춤공연장
20261004,15:30 ~ 16:30,예천청단놀음,하회마을 전수회관
20261004,16:00 ~ 16:30,탈랄라댄스배우기,탈춤공원 버스킹무대
20261004,16:00 ~ 17:00,국악한마당,원도심 왔니껴무대
20261004,16:30 ~ 17:00,탈춤따라배우기,탈춤공원 버스킹무대
20261004,16:30 ~ 17:00,정상태권예술단,중앙선1942 메인무대
20261004,17:00 ~ 18:00,이매 장가가는 날,탈춤공원
20261004,17:00 ~ 18:00,"탈춤, 흥부놀부 (연극촌 사람들)",탈춤공연장
20261004,17:00 ~ 18:00,예술집단 단미,중앙선1942 메인무대
20261004,17:00 ~ 18:00,구시장 퍼레이드,안동시전역 구시장
20261004,17:00 ~ 18:30,TaLooK(탈룩),탈춤공원 탈춤공원무대
20261004,17:00 ~ 18:30,아랑고고장구 안동지부,원도심 왔니껴무대
20261004,17:30 ~ 18:00,가온누리&점프윙스줄넘기,탈춤공원 버스킹무대
20261004,18:00 ~ 18:30,정상태권예술단,탈춤공원 버스킹무대
20261004,18:00 ~ 21:30,탈놀이 경연대회(단체부 결승) 및 폐막식,중앙선1942 메인무대
20261004,18:30 ~ 19:00,축제장 퍼레이드,탈춤공원 탈춤공원무대
20261004,19:00 ~ 20:00,한울림 색소폰 앙상블,탈춤공원 탈춤공원무대
20261004,19:00 ~ 20:00,하회별신굿 탈놀이,탈춤공연장
20261004,19:00 ~ 21:00,하회선유줄불놀이,하회마을
