FSTV_YEAR,FSTV_ID,FSTV_REPS_NM,FSTV_NM,SIDO_CD,SIDO_NM,SGG_NM,ADONG_NM,LRFRN_DIV_CD,LRFRN_DIV_NM,FSTV_PERD_CNT,SUM_CNSM_AMT,SUM_CNSM_AMT_1000,SUM_CNSM_AMT_AVG,SUM_CNSM_AMT_1000_AVG
2024,KCTF0018,대구치맥페스티벌,대구치맥페스티벌,27,대구광역시,달서구,두류3동,99,전체,5,540638924.8,540639,108127785,108128
2024,KCTF0018,대구치맥페스티벌,대구치맥페스티벌,27,대구광역시,달서구,두류3동,3,내국인,5,534382788.79999995,534383,106876558,106877
2024,KCTF0018,대구치맥페스티벌,대구치맥페스티벌,27,대구광역시,달서구,두류3동,2,외국인,5,6256135.999999999,6256,1251227,1251
2024,KCTF0018,대구치맥페스티벌,대구치맥페스티벌,27,대구광역시,달서구,두류3동,1,외지인,5,529621336.5999999,529621,105924267,105924
2024,KCTF0018,대구치맥페스티벌,대구치맥페스티벌,27,대구광역시,달서구,두류3동,0,현지인,5,4761452.199999999,4761,952290,952
2025,KCTF0018,대구치맥페스티벌,대구치맥페스티벌,27,대구광역시,달서구,두류3동,99,전체,5,372876684.79999995,372877,74575337,74575
2025,KCTF0018,대구치맥페스티벌,대구치맥페스티벌,27,대구광역시,달서구,두류3동,3,내국인,5,367580043.9,367580,73516009,73516
2025,KCTF0018,대구치맥페스티벌,대구치맥페스티벌,27,대구광역시,달서구,두류3동,2,외국인,5,5296640.9,5297,1059328,1059
2025,KCTF0018,대구치맥페스티벌,대구치맥페스티벌,27,대구광역시,달서구,두류3동,1,외지인,5,361778770.1,361779,72355754,72356
2025,KCTF0018,대구치맥페스티벌,대구치맥페스티벌,27,대구광역시,달서구,두류3동,0,현지인,5,5801273.8,5801,1160255,1160
2018,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,99,전체,4,862112074.4,862112,215528019,215528
2018,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,3,내국인,4,811513186.5999999,811513,202878297,202878
2018,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,2,외국인,4,50598887.800000004,50599,12649722,12650
2018,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,1,외지인,4,789917541.5,789918,197479385,197480
2018,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,0,현지인,4,21595645.099999998,21596,5398911,5399
2019,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,99,전체,4,950072056.7999998,950072,237518014,237518
2019,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,3,내국인,4,914265490.3999999,914265,228566373,228566
2019,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,2,외국인,4,35806566.4,35807,8951642,8952
2019,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,1,외지인,4,881039561.9999998,881040,220259890,220260
2019,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,0,현지인,4,33225928.4,33226,8306482,8306
2022,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,99,전체,4,13812022219.899996,13812022,3453005555,3453006
2022,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,3,내국인,4,13723812220.199997,13723812,3430953055,3430953
2022,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,2,외국인,4,88209999.69999999,88210,22052500,22052
2022,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,1,외지인,4,10075605212.399998,10075605,2518901303,2518901
2022,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,0,현지인,4,3648207007.799999,3648207,912051752,912052
2023,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,99,전체,3,10326257911.800001,10326258,3442085971,3442086
2023,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,3,내국인,3,10268335663.200003,10268336,3422778554,3422779
2023,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,2,외국인,3,57922248.599999994,57922,19307416,19307
2023,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,1,외지인,3,7742424379.700006,7742424,2580808127,2580808
2023,KCTF0019,대전사이언스페스티벌,대전사이언스페스티벌,30,대전광역시,유성구,신성동,0,현지인,3,2525911283.5,2525911,841970428,841970
2018,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,99,전체,3,614616769.4000001,614617,204872256,204872
2018,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,3,내국인,3,614112459.4000001,614112,204704153,204704
2018,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,2,외국인,3,504310,504,168103,168
2018,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,1,외지인,3,610977323.6000001,610977,203659108,203659
2018,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,0,현지인,3,3135135.8,3135,1045045,1045
2019,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,99,전체,3,656272298.9,656272,218757433,218757
2019,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,3,내국인,3,655319472.1,655319,218439824,218440
2019,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,2,외국인,3,952826.8,953,317609,318
2019,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,1,외지인,3,644677553.6999999,644678,214892518,214893
2019,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,0,현지인,3,10641918.4,10642,3547306,3547
2022,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,99,전체,3,786903707.5999999,786904,262301236,262301
2022,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,3,내국인,3,786455129.5999999,786455,262151710,262152
2022,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,2,외국인,3,448578,449,149526,150
2022,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,1,외지인,3,783205076.9,783205,261068359,261068
2022,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,0,현지인,3,3250052.6999999997,3250,1083351,1083
2023,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,99,전체,3,759979339.3000002,759979,253326446,253326
2023,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,3,내국인,3,759134744.7000002,759135,253044915,253045
2023,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,2,외국인,3,844594.6,845,281532,282
2023,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,1,외지인,3,755228125.3000002,755228,251742708,251743
2023,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,0,현지인,3,3906619.3999999994,3907,1302206,1302
2024,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,99,전체,3,915752282.7,915752,305250761,305251
2024,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,3,내국인,3,915214482.7,915214,305071494,305071
2024,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,2,외국인,3,537800,538,179267,179
2024,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,1,외지인,3,908515413.9,908515,302838471,302838
2024,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,0,현지인,3,6699068.800000001,6699,2233023,2233
2025,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,99,전체,3,920826796.3999999,920827,306942265,306942
2025,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,3,내국인,3,920436496.3999999,920436,306812165,306812
2025,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,2,외국인,3,390300,390,130100,130
2025,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,1,외지인,3,915900612.5999999,915901,305300204,305300
2025,KCTF0020,대전효문화뿌리축제,대전효문화뿌리축제,30,대전광역시,중구,산성동,0,현지인,3,4535883.8,4536,1511961,1512
2018,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,99,전체,3,887345824.1,887346,295781941,295782
2018,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,3,내국인,3,854444259.8,854444,284814753,284815
2018,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,2,외국인,3,32901564.3,32902,10967188,10967
2018,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,1,외지인,3,850893928.5,850894,283631310,283631
2018,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,0,현지인,3,3550331.3000000007,3550,1183444,1183
2019,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,99,전체,3,902855968.0999999,902856,300951989,300952
2019,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,3,내국인,3,885554438.0999999,885554,295184813,295185
2019,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,2,외국인,3,17301530,17302,5767177,5767
2019,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,1,외지인,3,881340609.7,881341,293780203,293780
2019,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,0,현지인,3,4213828.4,4214,1404609,1405
2022,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,99,전체,3,1523302451.3000004,1523302,507767484,507767
2022,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,3,내국인,3,1518278200.5000005,1518278,506092734,506093
2022,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,2,외국인,3,5024250.8,5024,1674750,1675
2022,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,1,외지인,3,1516293417.7000003,1516293,505431139,505431
2022,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,0,현지인,3,1984782.8,1985,661594,662
2023,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,99,전체,3,935605627.9999998,935606,311868543,311869
2023,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,3,내국인,3,930725224.8999999,930725,310241742,310242
2023,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,2,외국인,3,4880403.1,4880,1626801,1627
2023,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,1,외지인,3,929880463.3999999,929880,309960154,309960
2023,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,0,현지인,3,844761.5,845,281587,282
2024,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,99,전체,3,878609402.9,878609,292869801,292870
2024,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,3,내국인,3,873499411.8,873499,291166471,291166
2024,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,2,외국인,3,5109991.1,5110,1703330,1703
2024,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,1,외지인,3,872684551.6999999,872685,290894851,290895
2024,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,0,현지인,3,814860.1,815,271620,272
2025,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,99,전체,3,1074305591.8999999,1074306,358101864,358102
2025,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,3,내국인,3,1068201216.3,1068201,356067072,356067
2025,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,2,외국인,3,6104375.6,6104,2034792,2035
2025,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,1,외지인,3,1066439573.0999999,1066440,355479858,355480
2025,KCTF0021,동래읍성역사축제,동래읍성역사축제,26,부산광역시,동래구,명륜동,0,현지인,3,1761643.2,1762,587214,587
2018,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,99,전체,3,88243789.2,88244,29414596,29415
2018,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,3,내국인,3,88028606.4,88029,29342869,29343
2018,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,2,외국인,3,215182.8,215,71728,72
2018,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,1,외지인,3,87110398.1,87110,29036799,29037
2018,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,0,현지인,3,918208.3,918,306069,306
2019,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,99,전체,4,191839357.29999995,191839,47959839,47960
2019,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,3,내국인,4,189713729.89999998,189714,47428432,47428
2019,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,2,외국인,4,2125627.4,2126,531407,532
2019,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,1,외지인,4,187305348.59999996,187305,46826337,46826
2019,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,0,현지인,4,2408381.3,2408,602095,602
2022,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,99,전체,3,178417983.2,178418,59472661,59473
2022,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,3,내국인,3,177115483.2,177115,59038494,59038
2022,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,2,외국인,3,1302500,1302,434167,434
2022,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,1,외지인,3,171676384.39999998,171676,57225461,57225
2022,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,0,현지인,3,5439098.8,5439,1813033,1813
2023,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,99,전체,3,198219409.5000001,198219,66073137,66073
2023,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,3,내국인,3,197430409.5000001,197430,65810137,65810
2023,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,2,외국인,3,789000,789,263000,263
2023,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,1,외지인,3,196443210.30000007,196443,65481070,65481
2023,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,0,현지인,3,987199.2000000001,987,329066,329
2024,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,99,전체,3,206603291.90000004,206603,68867764,68868
2024,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,3,내국인,3,204333724.70000005,204334,68111242,68111
2024,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,2,외국인,3,2269567.2,2270,756522,757
2024,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,1,외지인,3,202616784.70000005,202617,67538928,67539
2024,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,만호동,0,현지인,3,1716940,1717,572313,572
2025,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,산정동,99,전체,3,16675797.5,16676,5558599,5559
2025,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,산정동,3,내국인,3,16611077.5,16611,5537026,5537
2025,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,산정동,2,외국인,3,64720,65,21573,22
2025,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,산정동,1,외지인,3,16176197.100000001,16176,5392066,5392
2025,KCTF0022,목포항구축제,목포항구축제,46,전남광주통합특별시,목포시,산정동,0,현지인,3,434880.4,435,144960,145
2018,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,99,전체,9,603630470.5000001,603630,67070052,67070
2018,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,3,내국인,9,603182477.5000001,603182,67020275,67020
2018,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,2,외국인,9,447993,448,49777,50
2018,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,1,외지인,9,597653476.8000001,597653,66405942,66406
2018,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,0,현지인,9,5529000.7,5529,614333,614
2019,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,99,전체,9,428162334.0999999,428162,47573593,47574
2019,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,3,내국인,9,427468291.7999999,427468,47496477,47496
2019,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,2,외국인,9,694042.3,694,77116,77
2019,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,1,외지인,9,425226103.7999999,425226,47247345,47247
2019,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,0,현지인,9,2242188,2242,249132,249
2022,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,99,전체,9,570492318.1,570492,63388035,63388
2022,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,3,내국인,9,570066018.1,570066,63340669,63341
2022,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,2,외국인,9,426300,426,47367,47
2022,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,1,외지인,9,567236194.8000001,567236,63026244,63026
2022,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,0,현지인,9,2829823.3,2830,314425,314
2023,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,99,전체,9,737467831.6999999,737468,81940870,81941
2023,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,3,내국인,9,736188195.0999999,736188,81798688,81799
2023,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,2,외국인,9,1279636.6,1280,142182,142
2023,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,1,외지인,9,735141729.3999999,735142,81682414,81682
2023,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,0,현지인,9,1046465.7000000001,1046,116274,116
2024,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,99,전체,9,637117290.5,637117,70790810,70791
2024,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,3,내국인,9,635754170.5,635754,70639352,70639
2024,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,2,외국인,9,1363120,1363,151458,151
2024,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,1,외지인,9,633815058.3999999,633815,70423895,70424
2024,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,0,현지인,9,1939112.1,1939,215457,215
2025,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,99,전체,9,614747043.3000001,614747,68305227,68305
2025,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,3,내국인,9,612486647.8000001,612487,68054072,68054
2025,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,2,외국인,9,2260395.5,2260,251155,251
2025,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,1,외지인,9,610948378.9000001,610948,67883153,67883
2025,KCTF0023,무주반딧불축제,무주반딧불축제,52,전북특별자치도,무주군,무주읍,0,현지인,9,1538268.9,1538,170919,171
2018,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,99,전체,10,1149453107.3999999,1149453,114945311,114945
2018,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,3,내국인,10,1147074949.3999999,1147075,114707495,114708
2018,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,2,외국인,10,2378158,2378,237816,238
2018,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,1,외지인,10,1131814446.5,1131814,113181445,113181
2018,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,0,현지인,10,15260502.9,15261,1526050,1526
2019,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,99,전체,10,1147815230.3,1147815,114781523,114782
2019,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,3,내국인,10,1140770246.6,1140770,114077025,114077
2019,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,2,외국인,10,7044983.7,7045,704498,704
2019,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,1,외지인,10,1124064847.6999998,1124065,112406485,112406
2019,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,0,현지인,10,16705398.9,16705,1670540,1670
2022,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,99,전체,9,1219813075,1219813,135534786,135535
2022,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,3,내국인,9,1215647865,1215648,135071985,135072
2022,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,2,외국인,9,4165210,4165,462801,463
2022,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,1,외지인,9,1208813023,1208813,134312558,134313
2022,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,0,현지인,9,6834841.999999999,6835,759427,759
2023,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,99,전체,9,1351593190.6,1351593,150177021,150177
2023,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,3,내국인,9,1338045774.6999998,1338046,148671753,148672
2023,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,2,외국인,9,13547415.9,13547,1505268,1505
2023,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,1,외지인,9,1322044338.5,1322044,146893815,146894
2023,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,0,현지인,9,16001436.200000003,16001,1777937,1778
2024,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,99,전체,10,1454378151.0000002,1454378,145437815,145438
2024,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,3,내국인,10,1424838846.0000002,1424839,142483885,142484
2024,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,2,외국인,10,29539305,29539,2953930,2954
2024,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,1,외지인,10,1416538085.5000002,1416538,141653809,141654
2024,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,0,현지인,10,8300760.5,8301,830076,830
2025,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,99,전체,9,1628245346.3,1628245,180916150,180916
2025,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,3,내국인,9,1597297659.5,1597298,177477518,177478
2025,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,2,외국인,9,30947686.8,30948,3438632,3439
2025,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,1,외지인,9,1592161754.6,1592162,176906862,176907
2025,KCTF0024,문경찻사발축제,문경찻사발축제,47,경상북도,문경시,문경읍,0,현지인,9,5135904.9,5136,570656,571
2018,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,99,전체,4,181769870.1,181770,45442468,45442
2018,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,3,내국인,4,181393450.1,181393,45348363,45348
2018,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,2,외국인,4,376420,376,94105,94
2018,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,1,외지인,4,179376773,179377,44844193,44844
2018,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,0,현지인,4,2016677.1,2017,504169,504
2019,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,99,전체,4,191869323.8,191869,47967331,47967
2019,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,3,내국인,4,191153192,191153,47788298,47788
2019,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,2,외국인,4,716131.8,716,179033,179
2019,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,1,외지인,4,189603748.5,189604,47400937,47401
2019,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,0,현지인,4,1549443.5,1549,387361,387
2022,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,99,전체,4,270311265.6999999,270311,67577816,67578
2022,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,3,내국인,4,269622214.1999999,269622,67405554,67406
2022,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,2,외국인,4,689051.5,689,172263,172
2022,KCTF0025,밀양아리랑대축제,밀양아리랑대축제,48,경상남도,밀양시,삼문동,1,외지인,4,227957652.59999996,227958,56989413,56990
